player,nationality,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,matches
Waldemar Anton,de GER,DF,Stuttgart,25,1996,28.8,40,26,22,15,3,19,32,59.4,13,27,16,11,32,72,116,1,Matches
Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,27,1994,12.6,21,18,7,8,6,6,26,23.1,20,12,0,12,1,22,8,0,Matches
Charles Aránguiz,cl CHI,MF,Leverkusen,32,1989,17.5,45,25,18,21,6,22,52,42.3,30,24,4,20,33,78,21,0,Matches
Maximilian Arnold,de GER,MF,Wolfsburg,27,1994,33.3,37,20,19,16,2,20,50,40.0,30,43,15,28,37,74,55,0,Matches
Takuma Asano,jp JPN,"FW,MF",Bochum,26,1994,17.9,11,6,3,6,2,5,19,26.3,14,14,1,13,7,18,7,0,Matches
Santiago Ascacíbar,ar ARG,MF,Hertha BSC,24,1997,26.4,93,54,50,37,6,38,89,42.7,51,31,6,25,41,134,42,0,Matches
Fisnik Asllani,xk KVX,"MF,FW",Hoffenheim,18,2002,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Simon Asta,de GER,DF,Greuther Fürth,20,2001,8.7,13,6,4,5,4,4,8,50.0,4,14,2,12,8,21,16,0,Matches
Taiwo Awoniyi,ng NGA,FW,Union Berlin,23,1997,24.2,11,7,3,6,2,1,9,11.1,8,11,2,9,2,13,29,0,Matches
Sardar Azmoun,ir IRN,"FW,MF",Leverkusen,26,1995,4.0,3,1,0,2,1,0,5,0.0,5,2,0,2,0,3,8,0,Matches
Mitchel Bakker,nl NED,DF,Leverkusen,21,2000,20.2,33,22,16,12,5,20,34,58.8,14,13,2,11,23,56,42,3,Matches
Ridle Baku,de GER,"DF,FW",Wolfsburg,23,1998,27.2,62,37,30,24,8,25,65,38.5,40,43,1,42,21,83,52,1,Matches
Aymen Barkok,ma MAR,"MF,DF",Eint Frankfurt,23,1998,1.8,6,2,2,3,1,2,7,28.6,5,4,1,3,5,11,6,0,Matches
Leandro Barreiro Martins,lu LUX,MF,Mainz 05,21,2000,19.9,63,32,23,27,13,29,50,58.0,21,23,6,17,32,95,23,0,Matches
Jacob Barrett Laursen,dk DEN,DF,Arminia,26,1994,18.1,16,12,10,6,0,8,21,38.1,13,19,7,12,28,44,43,0,Matches
Abdourahmane Barry,gn GUI,DF,Greuther Fürth,21,2000,2.3,6,4,3,3,0,5,7,71.4,2,5,2,3,4,10,1,0,Matches
Maximilian Bauer,de GER,DF,Greuther Fürth,21,2000,18.8,28,15,17,10,1,11,28,39.3,17,24,14,10,29,57,99,0,Matches
Oliver Baumann,de GER,GK,Hoffenheim,31,1990,33.0,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,19,1,Matches
Timo Baumgartl,de GER,DF,Union Berlin,25,1996,24.1,59,28,34,21,4,31,47,66.0,16,27,11,16,37,96,58,0,Matches
Julian Baumgartlinger,at AUT,"MF,FW",Leverkusen,33,1988,1.0,3,1,2,1,0,1,2,50.0,1,1,0,1,2,5,0,0,Matches
Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,21,1999,21.0,28,15,14,7,7,13,32,40.6,19,24,3,21,8,36,16,0,Matches
Noah Joel Sarenren Bazee,ng NGA,"MF,FW",Augsburg,24,1996,2.7,5,2,2,2,1,3,4,75.0,1,8,2,6,1,6,4,0,Matches
Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,27,1994,23.2,22,14,5,12,5,7,21,33.3,14,20,3,17,12,34,25,0,Matches
Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,26,1995,19.5,9,6,3,4,2,6,18,33.3,12,11,0,11,2,11,4,0,Matches
Kevin Behrens,de GER,FW,Union Berlin,30,1991,5.5,3,2,1,1,1,0,4,0.0,4,3,0,3,3,6,7,0,Matches
Ishak Belfodil,dz ALG,FW,Hertha BSC,29,1992,18.2,9,6,4,4,1,4,8,50.0,4,9,1,8,5,14,16,0,Matches
Stefan Bell,de GER,DF,Mainz 05,29,1991,31.8,54,23,37,16,1,30,63,47.6,33,26,15,11,41,95,112,1,Matches
Armel Bella Kotchap,de GER,DF,Bochum,19,2001,19.6,34,20,25,9,0,18,28,64.3,10,21,16,5,42,76,84,2,Matches
Karim Bellarabi,de GER,"FW,MF",Leverkusen,31,1990,7.6,9,4,4,4,1,3,13,23.1,10,5,0,5,9,18,4,0,Matches
Jude Bellingham,eng ENG,MF,Dortmund,18,2003,31.0,52,34,15,31,6,21,53,39.6,32,50,4,46,42,94,32,0,Matches
George Bello,us USA,DF,Arminia,19,2002,4.8,7,7,7,0,0,4,4,100.0,0,5,4,1,6,13,11,0,Matches
László Bénes,sk SVK,MF,M'Gladbach,23,1997,2.7,5,3,1,3,1,1,6,16.7,5,5,2,3,2,7,5,0,Matches
Keanan Bennetts,eng ENG,"FW,DF",M'Gladbach,22,1999,0.6,2,0,1,1,0,1,1,100.0,0,1,0,1,0,2,0,0,Matches
Ramy Bensebaini,dz ALG,DF,M'Gladbach,26,1995,22.4,42,30,24,15,3,27,44,61.4,17,33,7,26,39,81,77,1,Matches
Jordan Beyer,de GER,DF,M'Gladbach,21,2000,15.4,46,27,32,13,1,23,39,59.0,16,18,5,13,15,61,52,2,Matches
Bartosz Białek,pl POL,"FW,DF",Wolfsburg,19,2001,2.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0,Matches
Ermin Bičakčić,ba BIH,DF,Hoffenheim,31,1990,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Tom Bischof,de GER,MF,Hoffenheim,16,2005,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches
Danny Blum,de GER,FW,Bochum,30,1991,3.8,2,1,0,0,2,0,2,0.0,2,4,0,4,2,4,1,0,Matches
Kevin-Prince Boateng,gh GHA,"MF,FW",Hertha BSC,34,1987,7.7,6,5,1,4,1,3,9,33.3,6,7,2,5,6,12,11,0,Matches
Herbert Bockhorn,de GER,DF,Bochum,26,1995,9.4,20,14,13,4,3,12,20,60.0,8,10,1,9,14,34,18,0,Matches
Jean-Paul Boëtius,nl NED,MF,Mainz 05,27,1994,20.0,40,23,18,17,5,22,53,41.5,31,41,3,38,25,65,11,0,Matches
Tarsis Bonga,de GER,"MF,FW",Bochum,24,1997,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Solomon Bonnah,nl NED,DF,RB Leipzig,17,2003,0.1,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,Matches
Sebastiaan Bornauw,be BEL,DF,Wolfsburg,22,1999,22.3,30,19,23,5,2,16,25,64.0,9,29,8,21,42,72,97,1,Matches
Rafael Borré,co COL,FW,Eint Frankfurt,25,1995,26.4,31,22,4,13,14,7,33,21.2,26,24,4,20,5,36,9,0,Matches
Dedryck Boyata,be BEL,DF,Hertha BSC,30,1990,21.1,15,13,11,3,1,8,11,72.7,3,17,13,4,17,32,134,1,Matches
Julian Brandt,de GER,"MF,FW",Dortmund,25,1996,23.1,37,19,13,20,4,17,54,31.5,37,19,2,17,24,61,14,1,Matches
Iker Bravo,es ESP,FW,Leverkusen,16,2005,0.1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
Fabian Bredlow,de GER,GK,Stuttgart,26,1995,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Josip Brekalo,hr CRO,FW,Wolfsburg,23,1998,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Brian Brobbey,nl NED,"FW,MF",RB Leipzig,19,2002,1.5,1,0,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0,Matches
John Brooks,us USA,DF,Wolfsburg,28,1993,29.1,47,25,25,18,4,36,60,60.0,24,33,19,14,41,88,125,1,Matches
Daniel Brosinski,de GER,DF,Mainz 05,33,1988,4.3,2,1,1,1,0,1,1,100.0,0,6,0,6,3,5,9,0,Matches
Cédric Brunner,ch SUI,DF,Arminia,27,1994,24.3,51,35,29,20,2,25,49,51.0,24,27,10,17,43,94,84,0,Matches
Jacob Bruun Larsen,dk DEN,"FW,MF",Hoffenheim,22,1998,9.0,2,1,1,1,0,0,5,0.0,5,14,3,11,5,7,5,2,Matches
Sascha Burchert,de GER,GK,Greuther Fürth,31,1989,14.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,11,1,Matches
Delano Burgzorg,nl NED,MF,Mainz 05,22,1998,0.3,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,Matches
Jonathan Burkardt,de GER,"FW,MF",Mainz 05,21,2000,29.0,17,8,0,10,7,6,25,24.0,19,31,5,26,8,25,16,0,Matches
Roman Bürki,ch SUI,GK,Dortmund,30,1990,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Jamie Bynoe-Gittens,eng ENG,FW,Dortmund,16,2004,1.5,3,2,0,2,1,2,5,40.0,3,4,1,3,1,4,1,0,Matches
Daniel Caligiuri,it ITA,"DF,MF",Augsburg,33,1988,22.3,46,30,17,26,3,27,72,37.5,45,36,5,31,18,64,33,0,Matches
Emre Can,de GER,"DF,MF",Dortmund,27,1994,18.8,36,22,20,16,0,15,30,50.0,15,26,10,16,36,72,40,2,Matches
Koen Casteels,be BEL,GK,Wolfsburg,29,1992,28.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,9,2,Matches
Gonzalo Castro,de GER,"MF,FW",Arminia,34,1987,4.8,8,3,4,4,0,1,5,20.0,4,3,0,3,3,11,3,0,Matches
Julian Chabot,de GER,DF,Köln,23,1998,2.3,8,3,4,4,0,2,5,40.0,3,4,2,2,3,11,5,1,Matches
Timothy Chandler,us USA,DF,Eint Frankfurt,31,1990,13.5,18,12,10,8,0,11,24,45.8,13,10,3,7,19,37,28,1,Matches
Justin Che,us USA,"FW,DF",Hoffenheim,17,2003,0.5,2,0,1,0,1,1,2,50.0,1,0,0,0,1,3,0,0,Matches
Max Christiansen,de GER,MF,Greuther Fürth,24,1996,22.8,46,25,19,22,5,18,43,41.9,25,52,16,36,68,114,56,0,Matches
Kingsley Coman,fr FRA,"FW,DF",Bayern Munich,25,1996,15.1,14,8,1,9,4,5,16,31.3,11,14,0,14,8,22,5,0,Matches
Lucas Copado,de GER,FW,Bayern Munich,17,2004,0.2,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
Sergio Córdova,ve VEN,"FW,MF",Augsburg,23,1997,3.6,4,3,2,2,0,1,2,50.0,1,4,0,4,0,4,4,0,Matches
Danny da Costa,de GER,"DF,MF",Eint Frankfurt,28,1993,8.1,15,4,6,7,2,6,18,33.3,12,14,1,13,11,26,18,1,Matches
Tanguy Coulibaly,fr FRA,"FW,MF",Stuttgart,20,2001,12.0,27,15,14,11,2,9,19,47.4,10,14,2,12,4,31,10,0,Matches
Mickaël Cuisance,fr FRA,MF,Bayern Munich,21,1999,0.1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
Matheus Cunha,br BRA,FW,Hertha BSC,22,1999,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Rafael Czichos,de GER,DF,Köln,31,1990,15.6,29,18,18,9,2,14,28,50.0,14,23,13,10,19,48,53,2,Matches
Lennart-Marten Czyborra,de GER,DF,Arminia,22,1999,1.5,0,0,0,0,0,0,2,0.0,2,0,0,0,3,3,3,1,Matches
Moanes Dabbur,il ISR,"FW,MF",Hoffenheim,29,1992,14.6,18,10,3,5,10,4,17,23.5,13,10,0,10,5,23,4,0,Matches
Finn Dahmen,de GER,GK,Mainz 05,23,1998,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
Mahmoud Dahoud,de GER,MF,Dortmund,25,1996,18.4,42,19,10,24,8,20,46,43.5,26,18,3,15,17,59,16,0,Matches
Márton Dárdai,de GER,DF,Hertha BSC,19,2002,8.4,10,4,8,2,0,8,18,44.4,10,16,6,10,20,30,33,2,Matches
Vladimír Darida,cz CZE,MF,Hertha BSC,30,1990,19.8,32,18,15,13,4,13,32,40.6,19,22,3,19,20,52,17,2,Matches
Alphonso Davies,ca CAN,DF,Bayern Munich,20,2000,19.3,34,17,17,8,9,13,31,41.9,18,27,1,26,23,57,26,1,Matches
Saulo Decarli,ch SUI,DF,Bochum,29,1992,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Thomas Delaney,dk DEN,MF,Dortmund,29,1991,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Kerem Demirbay,de GER,MF,Leverkusen,28,1993,22.8,52,31,19,30,3,16,41,39.0,25,32,9,23,33,85,21,0,Matches
Ermedin Demirović,ba BIH,FW,Freiburg,23,1998,9.7,12,6,4,4,4,1,10,10.0,9,14,1,13,1,13,7,0,Matches
Mike van der Hoorn,nl NED,DF,Arminia,28,1992,0.2,1,0,1,0,0,0,0,,0,0,0,0,1,2,2,0,Matches
Moussa Diaby,fr FRA,"FW,MF",Leverkusen,22,1999,30.7,20,11,8,9,3,5,38,13.2,33,11,0,11,8,28,2,0,Matches
Daniel Didavi,de GER,"MF,FW",Stuttgart,31,1990,3.1,6,2,0,4,2,4,7,57.1,3,4,1,3,1,7,1,0,Matches
Javairô Dilrosun,nl NED,FW,Hertha BSC,23,1998,1.5,3,1,1,2,0,1,1,100.0,0,1,0,1,0,3,0,0,Matches
Lee Dongjun,kr KOR,"MF,FW",Hertha BSC,24,1997,1.3,2,1,0,2,0,1,3,33.3,2,2,0,2,2,4,1,0,Matches
Niklas Dorsch,de GER,MF,Augsburg,23,1998,25.8,76,47,47,23,6,30,60,50.0,30,34,12,22,35,111,36,3,Matches
Ondrej Duda,sk SVK,"MF,FW",Köln,26,1994,17.9,23,16,4,12,7,6,23,26.1,17,14,2,12,17,40,9,0,Matches
Jeremy Dudziak,tn TUN,"MF,FW",Greuther Fürth,25,1995,12.6,17,6,5,8,4,3,14,21.4,11,8,0,8,10,27,4,0,Matches
Erik Durm,de GER,DF,Eint Frankfurt,29,1992,5.3,13,7,6,5,2,10,13,76.9,3,8,1,7,10,23,7,0,Matches
Maximilian Eggestein,de GER,MF,Freiburg,24,1996,24.4,48,28,17,25,6,22,50,44.0,28,35,11,24,30,78,32,1,Matches
Lilian Egloff,de GER,"MF,DF",Stuttgart,18,2002,0.3,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0,Matches
Kingsley Ehizibue,nl NED,DF,Köln,26,1995,7.6,32,18,27,5,0,15,24,62.5,9,13,4,9,9,41,26,0,Matches
Julian Eitschberger,de GER,DF,Hertha BSC,17,2004,0.5,0,0,0,0,0,0,1,0.0,1,1,1,0,2,2,2,0,Matches
Jurgen Ekkelenkamp,nl NED,"MF,FW",Hertha BSC,21,2000,8.0,8,3,2,6,0,2,7,28.6,5,9,2,7,4,12,5,0,Matches
Nico Elvedi,ch SUI,DF,M'Gladbach,24,1996,27.0,40,24,23,17,0,22,36,61.1,14,33,22,11,34,74,83,1,Matches
Breel Embolo,ch SUI,FW,M'Gladbach,24,1997,24.1,16,11,1,12,3,3,8,37.5,5,14,2,12,6,22,7,0,Matches
Keita Endo,jp JPN,MF,Union Berlin,23,1997,0.6,1,1,1,0,0,0,0,,0,1,0,1,0,1,0,0,Matches
Wataru Endo,jp JPN,MF,Stuttgart,28,1993,32.2,73,41,34,34,5,31,72,43.1,41,43,12,31,30,103,64,0,Matches
Michael Esser,de GER,GK,Bochum,33,1987,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,Matches
Wahid Faghir,dk DEN,FW,Stuttgart,18,2003,1.4,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0,Matches
Ömer Faruk Beyaz,tr TUR,"DF,MF",Stuttgart,17,2003,0.8,4,3,1,3,0,1,5,20.0,4,0,0,0,2,6,0,0,Matches
Adrian Fein,de GER,MF,Greuther Fürth,22,1999,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,0,0,Matches
Ohis Felix Uduokhai,de GER,DF,Augsburg,23,1997,8.7,9,6,6,3,0,6,11,54.5,5,13,8,5,9,18,33,0,Matches
Edimilson Fernandes,ch SUI,"MF,FW",Arminia,25,1996,3.1,2,0,1,1,0,1,4,25.0,3,2,2,0,2,4,6,0,Matches
Alfreð Finnbogason,is ISL,FW,Augsburg,32,1989,3.2,3,1,0,2,1,2,4,50.0,2,5,1,4,2,5,8,0,Matches
Mark Flekken,nl NED,GK,Freiburg,28,1993,32.0,0,0,0,0,0,0,2,0.0,2,1,0,1,2,2,10,1,Matches
Emil Forsberg,se SWE,MF,RB Leipzig,29,1991,19.0,21,12,2,11,8,7,22,31.8,15,18,0,18,2,23,2,1,Matches
Philipp Förster,de GER,"MF,FW",Stuttgart,26,1995,10.7,20,13,4,12,4,11,26,42.3,15,12,1,11,3,23,2,0,Matches
Timothy Fosu-Mensah,nl NED,DF,Leverkusen,23,1998,1.6,5,3,3,1,1,4,4,100.0,0,1,0,1,2,7,2,0,Matches
Raphael Framberger,de GER,DF,Augsburg,25,1995,9.4,26,19,12,10,4,13,27,48.1,14,8,2,6,9,35,25,0,Matches
Marvin Friedrich,de GER,DF,M'Gladbach,25,1995,6.7,14,8,10,4,0,9,11,81.8,2,5,3,2,5,19,26,0,Matches
Marvin Friedrich,de GER,DF,Union Berlin,25,1995,13.0,17,5,14,3,0,10,16,62.5,6,13,7,6,23,40,47,0,Matches
Jeremie Frimpong,nl NED,DF,Leverkusen,20,2000,22.8,32,18,19,12,1,12,23,52.2,11,24,6,18,17,49,40,2,Matches
Christian Früchtl,de GER,GK,Bayern Munich,21,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Chris Führich,de GER,"FW,MF",Stuttgart,23,1998,19.0,28,16,10,10,8,18,39,46.2,21,31,2,29,8,36,9,0,Matches
Marius Funk,de GER,GK,Greuther Fürth,25,1996,8.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,1,Matches
Stephan Fürstner,de GER,MF,Mainz 05,33,1987,0.1,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0,Matches
Mijat Gaćinović,rs SRB,"FW,MF",Hoffenheim,26,1995,1.2,3,3,1,1,1,3,3,100.0,0,1,0,1,1,4,2,0,Matches
Cristian Gamboa,cr CRC,DF,Bochum,31,1989,19.1,59,36,40,16,3,30,61,49.2,31,22,7,15,32,91,35,1,Matches
Silvère Ganvoula M'Boussy,cg CGO,FW,Bochum,25,1996,1.7,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
Linus Gechter,de GER,DF,Hertha BSC,17,2004,8.0,15,8,13,2,0,7,14,50.0,7,12,7,5,11,26,29,0,Matches
Dennis Geiger,de GER,MF,Hoffenheim,23,1998,15.3,34,23,9,20,5,17,30,56.7,13,15,1,14,14,48,7,1,Matches
Yannick Gerhardt,de GER,"MF,DF",Wolfsburg,27,1994,17.5,42,20,18,17,7,22,36,61.1,14,24,1,23,25,67,25,1,Matches
Hamadi Al Ghaddioui,ma MAR,FW,Stuttgart,30,1990,5.5,5,4,2,1,2,0,4,0.0,4,3,1,2,0,5,4,0,Matches
Niko Gießelmann,de GER,"DF,FW",Union Berlin,29,1991,23.1,24,17,10,11,3,15,38,39.5,23,26,4,22,18,42,29,1,Matches
Rafał Gikiewicz,pl POL,GK,Augsburg,33,1987,34.0,2,0,2,0,0,2,7,28.6,5,0,0,0,3,5,11,5,Matches
Daniel Ginczek,de GER,"MF,FW",Wolfsburg,30,1991,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Matthias Ginter,de GER,DF,M'Gladbach,27,1994,26.2,36,22,20,13,3,27,40,67.5,13,21,10,11,33,69,76,0,Matches
Serge Gnabry,de GER,"FW,DF",Bayern Munich,26,1995,24.3,47,31,16,20,11,22,57,38.6,35,26,0,26,14,61,3,0,Matches
Leon Goretzka,de GER,MF,Bayern Munich,26,1995,15.5,25,15,12,9,4,11,26,42.3,15,11,1,10,17,42,23,2,Matches
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,30,1991,28.6,50,27,33,17,0,22,36,61.1,14,35,18,17,49,99,116,0,Matches
Jens Grahl,de GER,GK,Eint Frankfurt,32,1988,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Julian Green,us USA,MF,Greuther Fürth,26,1995,11.7,9,5,0,8,1,2,8,25.0,6,10,2,8,7,16,10,0,Matches
Michael Gregoritsch,at AUT,"FW,MF",Augsburg,27,1994,15.5,19,8,4,10,5,2,15,13.3,13,18,2,16,6,25,29,0,Matches
Sebastian Griesbeck,de GER,"DF,MF",Greuther Fürth,30,1990,27.1,60,31,38,19,3,39,62,62.9,23,38,13,25,43,103,100,1,Matches
Sebastian Griesbeck,de GER,MF,Union Berlin,30,1990,0.1,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
Vincenzo Grifo,it ITA,"MF,FW",Freiburg,28,1993,30.8,27,15,9,13,5,9,26,34.6,17,12,2,10,13,40,28,0,Matches
Lennart Grill,de GER,GK,Leverkusen,22,1999,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Florian Grillitsch,at AUT,"DF,MF",Hoffenheim,25,1995,16.6,37,19,15,21,1,17,31,54.8,14,18,7,11,29,66,36,1,Matches
Carlos Gruezo,ec ECU,MF,Augsburg,26,1995,10.8,22,11,10,10,2,8,21,38.1,13,11,2,9,9,31,15,0,Matches
Raphaël Guerreiro,pt POR,DF,Dortmund,27,1993,19.9,35,19,19,12,4,16,31,51.6,15,18,2,16,25,60,14,1,Matches
Josuha Guilavogui,fr FRA,"MF,DF",Wolfsburg,30,1990,10.5,23,14,13,9,1,7,18,38.9,11,11,6,5,25,48,42,0,Matches
Péter Gulácsi,hu HUN,GK,RB Leipzig,31,1990,33.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,15,1,Matches
Manuel Gulde,de GER,DF,Freiburg,30,1991,13.6,18,10,14,3,1,8,11,72.7,3,16,8,8,17,35,37,0,Matches
Robert Gumny,pl POL,DF,Augsburg,23,1998,25.2,48,29,25,20,3,25,43,58.1,18,24,7,17,28,76,57,3,Matches
Christian Günter,de GER,"DF,MF",Freiburg,28,1993,34.0,34,20,16,15,3,18,50,36.0,32,23,6,17,17,51,49,2,Matches
Lasse Günther,de GER,DF,Augsburg,18,2003,1.8,8,5,4,3,1,5,9,55.6,4,0,0,0,2,10,2,0,Matches
Joško Gvardiol,hr CRO,DF,RB Leipzig,19,2002,26.8,47,31,28,17,2,22,39,56.4,17,30,11,19,51,98,62,2,Matches
Erling Haaland,no NOR,FW,Dortmund,21,2000,21.2,2,1,0,1,1,0,1,0.0,1,8,1,7,1,3,31,0,Matches
Janik Haberer,de GER,MF,Freiburg,27,1994,9.1,14,8,5,6,3,7,19,36.8,12,11,4,7,16,30,11,0,Matches
Alexander Hack,de GER,DF,Mainz 05,27,1993,23.0,52,26,35,17,0,29,46,63.0,17,31,14,17,51,103,95,1,Matches
Robin Hack,de GER,"FW,MF",Arminia,22,1998,15.2,14,8,6,5,3,3,21,14.3,18,18,1,17,5,19,4,0,Matches
André Hahn,de GER,"MF,FW",Augsburg,30,1990,23.3,36,20,9,15,12,17,50,34.0,33,38,5,33,15,51,43,0,Matches
Amadou Haidara,ml MLI,MF,RB Leipzig,23,1998,14.7,30,14,11,19,0,17,37,45.9,20,22,6,16,16,46,8,1,Matches
Marcel Halstenberg,de GER,DF,RB Leipzig,29,1991,5.6,10,7,6,4,0,6,11,54.5,5,6,0,6,7,17,11,0,Matches
Genki Haraguchi,jp JPN,MF,Union Berlin,30,1991,19.5,37,20,12,22,3,15,48,31.3,33,25,3,22,26,63,15,0,Matches
Luis Hartwig,de GER,FW,Bochum,18,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Makoto Hasebe,jp JPN,DF,Eint Frankfurt,37,1984,13.2,27,12,15,11,1,13,29,44.8,16,24,8,16,22,49,36,0,Matches
Thorgan Hazard,be BEL,"FW,DF",Dortmund,28,1993,14.9,23,13,8,10,5,15,40,37.5,25,23,1,22,6,29,4,0,Matches
Jonas Hector,de GER,DF,Köln,31,1990,28.4,76,39,36,26,14,29,74,39.2,45,59,8,51,50,126,68,1,Matches
Hwang Hee-chan,kr KOR,FW,RB Leipzig,25,1996,0.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
Dominique Heintz,de GER,DF,Union Berlin,27,1993,5.2,8,5,5,3,0,3,6,50.0,3,7,4,3,7,15,14,0,Matches
Dominique Heintz,de GER,DF,Freiburg,27,1993,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
Benjamin Henrichs,de GER,DF,RB Leipzig,24,1997,12.7,30,21,18,6,6,12,22,54.5,10,16,1,15,19,49,14,0,Matches
Lucas Hernández,fr FRA,DF,Bayern Munich,25,1996,22.6,50,31,20,24,6,26,42,61.9,16,22,11,11,28,78,54,1,Matches
